G1	G3	1
G1	G7	1
G1	G8	1
G1	G4	1
G1	G6	1
G4	G83	1
G6	G83	1
G6	G87	1
G6	G86	1
G6	G89	1
G6	G85	1
G6	G88	1
G6	G30	1
G6	G29	1
G6	G35	1
G54	G87	1
G54	G86	1
G54	G89	1
G54	G85	1
G54	G88	1
G54	G30	1
G54	G29	1
G54	G35	1
G54	G99	1
G54	G100	1
G54	G81	1
G29	G30	1
G29	G32	1
G32	G54	1
G1	G83	0
G1	G87	0
G1	G86	0
G1	G89	0
G1	G54	0
G1	G85	0
G1	G88	0
G1	G30	0
G1	G29	0
G1	G35	0
G1	G99	0
G1	G100	0
G1	G32	0
G1	G81	0
G3	G1	0
G3	G7	0
G3	G8	0
G3	G4	0
G3	G83	0
G3	G6	0
G3	G87	0
G3	G86	0
G3	G89	0
G3	G54	0
G3	G85	0
G3	G88	0
G3	G30	0
G3	G29	0
G3	G35	0
G3	G99	0
G3	G100	0
G3	G32	0
G3	G81	0
G7	G1	0
G7	G3	0
G7	G8	0
G7	G4	0
G7	G83	0
G7	G6	0
G7	G87	0
G7	G86	0
G7	G89	0
G7	G54	0
G7	G85	0
G7	G88	0
G7	G30	0
G7	G29	0
G7	G35	0
G7	G99	0
G7	G100	0
G7	G32	0
G7	G81	0
G8	G1	0
G8	G3	0
G8	G7	0
G8	G4	0
G8	G83	0
G8	G6	0
G8	G87	0
G8	G86	0
G8	G89	0
G8	G54	0
G8	G85	0
G8	G88	0
G8	G30	0
G8	G29	0
G8	G35	0
G8	G99	0
G8	G100	0
G8	G32	0
G8	G81	0
G4	G1	0
G4	G3	0
G4	G7	0
G4	G8	0
G4	G6	0
G4	G87	0
G4	G86	0
G4	G89	0
G4	G54	0
G4	G85	0
G4	G88	0
G4	G30	0
G4	G29	0
G4	G35	0
G4	G99	0
G4	G100	0
G4	G32	0
G4	G81	0
G83	G1	0
G83	G3	0
G83	G7	0
G83	G8	0
G83	G4	0
G83	G6	0
G83	G87	0
G83	G86	0
G83	G89	0
G83	G54	0
G83	G85	0
G83	G88	0
G83	G30	0
G83	G29	0
G83	G35	0
G83	G99	0
G83	G100	0
G83	G32	0
G83	G81	0
G6	G1	0
G6	G3	0
G6	G7	0
G6	G8	0
G6	G4	0
G6	G54	0
G6	G99	0
G6	G100	0
G6	G32	0
G6	G81	0
G87	G1	0
G87	G3	0
G87	G7	0
G87	G8	0
G87	G4	0
G87	G83	0
G87	G6	0
G87	G86	0
G87	G89	0
G87	G54	0
G87	G85	0
G87	G88	0
G87	G30	0
G87	G29	0
G87	G35	0
G87	G99	0
G87	G100	0
G87	G32	0
G87	G81	0
G86	G1	0
G86	G3	0
G86	G7	0
G86	G8	0
G86	G4	0
G86	G83	0
G86	G6	0
G86	G87	0
G86	G89	0
G86	G54	0
G86	G85	0
G86	G88	0
G86	G30	0
G86	G29	0
G86	G35	0
G86	G99	0
G86	G100	0
G86	G32	0
G86	G81	0
G89	G1	0
G89	G3	0
G89	G7	0
G89	G8	0
G89	G4	0
G89	G83	0
G89	G6	0
G89	G87	0
G89	G86	0
G89	G54	0
G89	G85	0
G89	G88	0
G89	G30	0
G89	G29	0
G89	G35	0
G89	G99	0
G89	G100	0
G89	G32	0
G89	G81	0
G54	G1	0
G54	G3	0
G54	G7	0
G54	G8	0
G54	G4	0
G54	G83	0
G54	G6	0
G54	G32	0
G85	G1	0
G85	G3	0
G85	G7	0
G85	G8	0
G85	G4	0
G85	G83	0
G85	G6	0
G85	G87	0
G85	G86	0
G85	G89	0
G85	G54	0
G85	G88	0
G85	G30	0
G85	G29	0
G85	G35	0
G85	G99	0
G85	G100	0
G85	G32	0
G85	G81	0
G88	G1	0
G88	G3	0
G88	G7	0
G88	G8	0
G88	G4	0
G88	G83	0
G88	G6	0
G88	G87	0
G88	G86	0
G88	G89	0
G88	G54	0
G88	G85	0
G88	G30	0
G88	G29	0
G88	G35	0
G88	G99	0
G88	G100	0
G88	G32	0
G88	G81	0
G30	G1	0
G30	G3	0
G30	G7	0
G30	G8	0
G30	G4	0
G30	G83	0
G30	G6	0
G30	G87	0
G30	G86	0
G30	G89	0
G30	G54	0
G30	G85	0
G30	G88	0
G30	G29	0
G30	G35	0
G30	G99	0
G30	G100	0
G30	G32	0
G30	G81	0
G29	G1	0
G29	G3	0
G29	G7	0
G29	G8	0
G29	G4	0
G29	G83	0
G29	G6	0
G29	G87	0
G29	G86	0
G29	G89	0
G29	G54	0
G29	G85	0
G29	G88	0
G29	G35	0
G29	G99	0
G29	G100	0
G29	G81	0
G35	G1	0
G35	G3	0
G35	G7	0
G35	G8	0
G35	G4	0
G35	G83	0
G35	G6	0
G35	G87	0
G35	G86	0
G35	G89	0
G35	G54	0
G35	G85	0
G35	G88	0
G35	G30	0
G35	G29	0
G35	G99	0
G35	G100	0
G35	G32	0
G35	G81	0
G99	G1	0
G99	G3	0
G99	G7	0
G99	G8	0
G99	G4	0
G99	G83	0
G99	G6	0
G99	G87	0
G99	G86	0
G99	G89	0
G99	G54	0
G99	G85	0
G99	G88	0
G99	G30	0
G99	G29	0
G99	G35	0
G99	G100	0
G99	G32	0
G99	G81	0
G100	G1	0
G100	G3	0
G100	G7	0
G100	G8	0
G100	G4	0
G100	G83	0
G100	G6	0
G100	G87	0
G100	G86	0
G100	G89	0
G100	G54	0
G100	G85	0
G100	G88	0
G100	G30	0
G100	G29	0
G100	G35	0
G100	G99	0
G100	G32	0
G100	G81	0
G32	G1	0
G32	G3	0
G32	G7	0
G32	G8	0
G32	G4	0
G32	G83	0
G32	G6	0
G32	G87	0
G32	G86	0
G32	G89	0
G32	G85	0
G32	G88	0
G32	G30	0
G32	G29	0
G32	G35	0
G32	G99	0
G32	G100	0
G32	G81	0
G81	G1	0
G81	G3	0
G81	G7	0
G81	G8	0
G81	G4	0
G81	G83	0
G81	G6	0
G81	G87	0
G81	G86	0
G81	G89	0
G81	G54	0
G81	G85	0
G81	G88	0
G81	G30	0
G81	G29	0
G81	G35	0
G81	G99	0
G81	G100	0
G81	G32	0
