"Time"	G1	G3	G8	G5	G22	G4	G83	G7	G6	G87

0	0.6776434	0.4637305	0.1821354	0.1146817	0.6917862	0.6845661	0.3116262	0.0713547	0.0478938	0.1059762
50	0.6511646	0.4486152	0.1687290	0.0256498	0.7921337	0.6295322	0.3937855	0.0280167	0.0183555	0.0320572
100	0.6987476	0.4706751	0.1476364	0.0606709	0.7308708	0.7160916	0.3122225	0.0063665	0.0254431	0.0184605
150	0.6291438	0.4493870	0.2280056	0.0556592	0.6841969	0.6743316	0.3536805	0.0017164	0.0302871	0.0458564
200	0.6674573	0.4510677	0.1877836	0.0442829	0.6881962	0.7159834	0.2814093	0.0006337	0.0143692	0.0237507
250	0.8337937	0.3926221	0.1629487	0.0583171	0.9104488	0.6168849	0.2758798	0.0000841	0.0289217	0.0285687
300	0.6807719	0.4822668	0.2251271	0.0828802	0.7140601	0.7774848	0.3335247	0.0000489	0.0429919	0.0332010
350	0.5307651	0.5073300	0.2657146	0.0366138	0.8417417	0.7327770	0.3583900	0.0000733	0.0358994	0.0257364
400	0.5635502	0.4111138	0.2162567	0.0389199	0.6856165	0.6481358	0.3052693	0.0009130	0.0150849	0.0318490
450	0.6790163	0.3814555	0.1802219	0.0486389	0.7429607	0.7414509	0.3058262	0.0000000	0.0348179	0.0427895
500	0.6632027	0.3642750	0.1450184	0.0419966	0.6371011	0.4902282	0.4151033	0.0000015	0.0492826	0.0331454
550	0.7306394	0.3949642	0.1573869	0.1328326	0.5894135	0.6391319	0.3575214	0.0898543	0.0547240	0.0360751
600	0.7455743	0.4878187	0.1539844	0.0996439	0.7314827	0.6317964	0.2997513	0.0346256	0.0118684	0.0747648
650	0.8080817	0.5951218	0.2158338	0.0910470	0.9010902	0.6859170	0.3287148	0.1513004	0.0435168	0.0380087
700	0.8771624	0.5552808	0.1562754	0.0446943	0.7743582	0.7503326	0.2776993	0.0501839	0.0142821	0.0469183
750	0.6758217	0.4440405	0.2170773	0.1219740	0.7033272	0.6576015	0.3330327	0.1015578	0.0170716	0.0283975
800	0.5966114	0.4432123	0.1427987	0.0937574	0.6851146	0.8089007	0.3699933	0.1025938	0.0105433	0.0359605
850	0.7328405	0.3821311	0.1823225	0.0758757	0.8274668	0.6917943	0.3921854	0.0585050	0.0220259	0.0332371
900	0.7942673	0.4309068	0.1586056	0.1221944	0.7526856	0.6298445	0.2845049	0.0349500	0.0236218	0.0148291
950	0.6207512	0.4313473	0.1271875	0.0977416	0.7223428	0.7814184	0.3055404	0.0460825	0.0211623	0.0331741
1000	0.7246281	0.3608161	0.1730424	0.0869024	0.5461850	0.6762559	0.2424313	0.0492185	0.0116128	0.0390973

0	0.7408978	0.4660140	0.1992025	0.1256009	0.7475004	0.7543415	0.2493252	0.0654700	0.0403950	0.0322389
50	0.7471163	0.4223503	0.0955826	0.0326803	0.7809836	0.6931770	0.3519175	0.0834262	0.0165637	0.2586689
100	0.8338676	0.3814670	0.0233016	0.0456157	0.8309708	0.6809207	0.2691343	0.0549074	0.0023597	0.3123404
150	0.7302945	0.3814701	0.0098427	0.0566278	0.7497835	0.8092780	0.3241957	0.0702567	0.0330331	0.3189710
200	0.7747785	0.3706784	0.0191412	0.0089356	0.7272389	0.7886544	0.3234012	0.0521778	0.0094270	0.4076509
250	0.6911908	0.4604146	0.0551448	0.0044835	0.7751507	0.7964714	0.2300104	0.0803737	0.0112609	0.3506383
300	0.6093495	0.3974079	0.0176892	0.0114543	0.8348873	0.7129869	0.3607104	0.0662744	0.0149183	0.3422471
350	0.5754152	0.3365044	0.0191871	0.0295910	0.7198013	0.7621066	0.2949520	0.0550795	0.0088767	0.2469163
400	0.6576940	0.4225135	0.0079979	0.0144969	0.7416482	0.6445078	0.4079271	0.0480049	0.0345828	0.4936181
450	0.6357037	0.4153538	0.0240358	0.0125876	0.7260388	0.6242121	0.2680621	0.0347416	0.0126781	0.3043401
500	0.7433434	0.5269362	0.0174763	0.0121273	0.8751613	0.5770107	0.3188746	0.0448208	0.0151172	0.2637125
550	0.5902626	0.5337272	0.1720752	0.0574751	0.8150158	0.7844813	0.3039109	0.0450177	0.0530805	0.1072879
600	0.7324065	0.6062646	0.1711166	0.1432811	0.6790568	0.5659843	0.3761954	0.0687491	0.0397901	0.0509434
650	0.6502654	0.4344414	0.2208997	0.0977690	0.6947178	0.6072201	0.3029906	0.0795173	0.0225989	0.0355926
700	0.7220625	0.4124240	0.1837557	0.1205464	0.6280804	0.5679225	0.2840208	0.0613999	0.0343745	0.0459464
750	0.7968533	0.4339812	0.1877852	0.1324643	0.7469971	0.6443360	0.3523396	0.0643527	0.0162280	0.0498358
800	0.8221349	0.4388934	0.2046791	0.1041541	0.6699594	0.6642674	0.3476988	0.0566624	0.0046408	0.0528788
850	0.7805769	0.4670941	0.2908662	0.1458502	0.6417339	0.6879963	0.3765566	0.0650046	0.0158016	0.0154914
900	0.7905497	0.5264343	0.1448200	0.0638851	0.7266691	0.7003564	0.3123695	0.0742548	0.0127664	0.0283793
950	0.7373969	0.5189720	0.1334882	0.0743715	0.7079742	0.7096545	0.2642466	0.0327600	0.0208211	0.0430135
1000	0.5929842	0.4909449	0.1429502	0.0976313	0.7056699	0.6023740	0.3269662	0.0689568	0.0260499	0.0544191

0	0.6919443	0.4310607	0.1955716	0.1619839	0.8309438	0.6656223	0.3492515	0.0660976	0.0372952	0.0306174
50	0.6797193	0.3510206	0.1608796	0.0383778	0.7462258	0.6277912	0.2358838	0.0411263	0.0086530	0.5155430
100	0.6731155	0.4546708	0.1328526	0.0643498	0.6794629	0.6138924	0.1773678	0.0501139	0.0227014	0.4888202
150	0.6898462	0.3666570	0.1573574	0.0144581	0.6963384	0.6683207	0.1868153	0.0635746	0.0207348	0.4372480
200	0.7202146	0.3306964	0.1585268	0.0317863	0.7782798	0.6144332	0.1756287	0.0526469	0.0069549	0.3786479
250	0.6545465	0.3869078	0.2068911	0.0192151	0.6040072	0.6376815	0.1832699	0.0623422	0.0103026	0.4446164
300	0.7229728	0.4048042	0.1874162	0.0135469	0.7403539	0.6925914	0.2120479	0.0609325	0.0187436	0.3891306
350	0.6458993	0.3939193	0.1901545	0.0148722	0.5256058	0.6473425	0.2170768	0.0525518	0.0110677	0.5407945
400	0.7691438	0.3794956	0.2079728	0.0459707	0.7027076	0.6736106	0.1711904	0.1254004	0.0250630	0.5093248
450	0.7890982	0.4660345	0.1145705	0.0189922	0.7431882	0.6900377	0.2252408	0.0691654	0.0189796	0.5070358
500	0.5488017	0.4045373	0.1518707	0.0153134	0.6388521	0.6333230	0.1869508	0.0406744	0.0265864	0.5267496
550	0.6751974	0.3686204	0.1864821	0.1383693	0.7341317	0.6449379	0.2903167	0.0286479	0.0151218	0.1458784
600	0.6907913	0.4439245	0.1819497	0.0949541	0.8341014	0.6821962	0.3291299	0.0803979	0.0256982	0.0728618
650	0.6294169	0.4412062	0.1774434	0.1085042	0.8185903	0.5938727	0.2487166	0.0771492	0.0097656	0.0242570
700	0.6752336	0.4083513	0.1271913	0.1289879	0.7013996	0.6125818	0.3694392	0.0698218	0.0128691	0.0380483
750	0.7583296	0.4248446	0.2119449	0.1490148	0.6720706	0.6547778	0.3170909	0.0533987	0.0217056	0.0795892
800	0.7104983	0.3652579	0.1824204	0.0853741	0.7019229	0.6426656	0.3732449	0.0692328	0.0118475	0.0315506
850	0.6906753	0.4621239	0.1375585	0.1408876	0.7965713	0.6138402	0.3469530	0.0585607	0.0159384	0.0661215
900	0.7747784	0.3518785	0.1368328	0.1346070	0.6461223	0.7155406	0.2526253	0.1025005	0.0082108	0.0364576
950	0.6893287	0.4683724	0.2230250	0.1874323	0.7567852	0.7262838	0.3419581	0.0512907	0.0312413	0.0271532
1000	0.6664901	0.4204263	0.1841017	0.0880136	0.7465350	0.6271964	0.2831949	0.0514373	0.0063130	0.0505116

0	0.7910222	0.4354162	0.1473379	0.1031014	0.7362604	0.7563356	0.3162573	0.0667656	0.0624910	0.0271458
50	0.5964019	0.4599671	0.0409515	0.0349673	0.6697488	0.5748966	0.3020139	0.0729299	0.0150320	0.0189555
100	0.5524117	0.4577193	0.0110827	0.0428433	0.7469079	0.6498328	0.2933656	0.0453400	0.0161501	0.0339776
150	0.4872232	0.4502113	0.0015144	0.0911665	0.6274486	0.6664071	0.3108134	0.0930607	0.0112530	0.0320610
200	0.5761170	0.3865324	0.0000843	0.0349854	0.7952780	0.4415784	0.2468350	0.0482735	0.0199948	0.0384362
250	0.4741080	0.2666844	0.0024880	0.0870452	0.6565284	0.5497597	0.2058271	0.0742349	0.0382068	0.0154607
300	0.4714718	0.3325697	0.0008115	0.0678898	0.7003887	0.5065216	0.2429274	0.0456328	0.0963799	0.0280286
350	0.5451554	0.2651305	0.0001168	0.0391368	0.6261561	0.5263292	0.2835960	0.0598673	0.0167131	0.0500966
400	0.4732469	0.2403642	0.0010767	0.1360132	0.7464001	0.5250970	0.2617060	0.1048073	0.0185132	0.0379688
450	0.4955046	0.2863138	0.0011833	0.0780815	0.5522537	0.4796178	0.1954319	0.0429189	0.0126117	0.0141103
500	0.5257643	0.2812624	0.0005276	0.0343563	0.7710029	0.4955790	0.2194909	0.0674515	0.0165833	0.0170727
550	0.6617814	0.2592512	0.1505574	0.1192262	0.8435339	0.5654166	0.3220916	0.0792711	0.0098888	0.0467069
600	0.8212290	0.3780392	0.1363035	0.1665662	0.5855484	0.6329288	0.2733108	0.0766824	0.0509451	0.0413342
650	0.8731052	0.3165584	0.1501728	0.1144089	0.7372160	0.8034111	0.3089817	0.0811610	0.0168713	0.0302843
700	0.7742885	0.3727831	0.1714117	0.0675126	0.8633494	0.6989274	0.2721379	0.0433751	0.0210782	0.0503312
750	0.7943694	0.4736146	0.1292753	0.0795475	0.7930448	0.6125958	0.3857234	0.0880195	0.0222140	0.0475199
800	0.8615513	0.3283753	0.1462127	0.0615900	0.8200141	0.7030718	0.3700047	0.0771284	0.0236304	0.0306885
850	0.8377812	0.5730189	0.1658642	0.0981387	0.8193183	0.5944734	0.4084963	0.0567111	0.0393303	0.0419541
900	0.7829866	0.5433767	0.1397439	0.0644057	0.6974883	0.5783047	0.3112655	0.0837318	0.0132080	0.0308306
950	0.7170447	0.4307317	0.1541589	0.0794427	0.7569768	0.6312248	0.3594004	0.0259770	0.0078515	0.0223950
1000	0.7359444	0.3892215	0.1387073	0.0642208	0.6245534	0.7383651	0.4242774	0.0411860	0.0140080	0.0502305

