G1	G3	1
G1	G5	1
G1	G7	1
G1	G8	1
G1	G4	1
G1	G6	1
G4	G83	1
G22	G5	1
G22	G23	1
G6	G83	1
G6	G87	1
G6	G85	1
G6	G86	1
G6	G89	1
G6	G88	1
G6	G30	1
G6	G29	1
G6	G35	1
G6	G78	1
G6	G17	1
G6	G16	1
G6	G33	1
G54	G87	1
G54	G85	1
G54	G86	1
G54	G89	1
G54	G88	1
G54	G30	1
G54	G29	1
G54	G35	1
G54	G99	1
G54	G100	1
G54	G81	1
G54	G51	1
G54	G50	1
G54	G78	1
G54	G52	1
G29	G30	1
G29	G32	1
G29	G31	1
G32	G54	1
G32	G19	1
G18	G1	1
G18	G19	1
G18	G20	1
G23	G81	1
G23	G80	1
G23	G82	1
G58	G35	1
G78	G94	1
G78	G93	1
G78	G95	1
G78	G91	1
G90	G91	1
G65	G8	1
G65	G17	1
G65	G16	1
G65	G57	1
G16	G17	1
G52	G57	1
G34	G31	1
G34	G17	1
G34	G16	1
G34	G55	1
G34	G56	1
G55	G31	1
G55	G34	1
G55	G56	1
G55	G33	1
G33	G35	1
G33	G34	1
G33	G36	1
G33	G37	1
G37	G36	1
G37	G72	1
G1	G83	0
G1	G22	0
G1	G87	0
G1	G85	0
G1	G86	0
G1	G54	0
G1	G89	0
G1	G88	0
G1	G30	0
G1	G29	0
G1	G35	0
G1	G99	0
G1	G100	0
G1	G32	0
G1	G19	0
G1	G18	0
G1	G20	0
G1	G81	0
G1	G23	0
G1	G80	0
G1	G82	0
G1	G51	0
G1	G50	0
G1	G58	0
G1	G31	0
G1	G78	0
G1	G94	0
G1	G93	0
G1	G95	0
G1	G91	0
G1	G90	0
G1	G17	0
G1	G65	0
G1	G16	0
G1	G57	0
G1	G52	0
G1	G34	0
G1	G55	0
G1	G56	0
G1	G33	0
G1	G36	0
G1	G37	0
G1	G72	0
G3	G1	0
G3	G5	0
G3	G7	0
G3	G8	0
G3	G4	0
G3	G83	0
G3	G22	0
G3	G6	0
G3	G87	0
G3	G85	0
G3	G86	0
G3	G54	0
G3	G89	0
G3	G88	0
G3	G30	0
G3	G29	0
G3	G35	0
G3	G99	0
G3	G100	0
G3	G32	0
G3	G19	0
G3	G18	0
G3	G20	0
G3	G81	0
G3	G23	0
G3	G80	0
G3	G82	0
G3	G51	0
G3	G50	0
G3	G58	0
G3	G31	0
G3	G78	0
G3	G94	0
G3	G93	0
G3	G95	0
G3	G91	0
G3	G90	0
G3	G17	0
G3	G65	0
G3	G16	0
G3	G57	0
G3	G52	0
G3	G34	0
G3	G55	0
G3	G56	0
G3	G33	0
G3	G36	0
G3	G37	0
G3	G72	0
G5	G1	0
G5	G3	0
G5	G7	0
G5	G8	0
G5	G4	0
G5	G83	0
G5	G22	0
G5	G6	0
G5	G87	0
G5	G85	0
G5	G86	0
G5	G54	0
G5	G89	0
G5	G88	0
G5	G30	0
G5	G29	0
G5	G35	0
G5	G99	0
G5	G100	0
G5	G32	0
G5	G19	0
G5	G18	0
G5	G20	0
G5	G81	0
G5	G23	0
G5	G80	0
G5	G82	0
G5	G51	0
G5	G50	0
G5	G58	0
G5	G31	0
G5	G78	0
G5	G94	0
G5	G93	0
G5	G95	0
G5	G91	0
G5	G90	0
G5	G17	0
G5	G65	0
G5	G16	0
G5	G57	0
G5	G52	0
G5	G34	0
G5	G55	0
G5	G56	0
G5	G33	0
G5	G36	0
G5	G37	0
G5	G72	0
G7	G1	0
G7	G3	0
G7	G5	0
G7	G8	0
G7	G4	0
G7	G83	0
G7	G22	0
G7	G6	0
G7	G87	0
G7	G85	0
G7	G86	0
G7	G54	0
G7	G89	0
G7	G88	0
G7	G30	0
G7	G29	0
G7	G35	0
G7	G99	0
G7	G100	0
G7	G32	0
G7	G19	0
G7	G18	0
G7	G20	0
G7	G81	0
G7	G23	0
G7	G80	0
G7	G82	0
G7	G51	0
G7	G50	0
G7	G58	0
G7	G31	0
G7	G78	0
G7	G94	0
G7	G93	0
G7	G95	0
G7	G91	0
G7	G90	0
G7	G17	0
G7	G65	0
G7	G16	0
G7	G57	0
G7	G52	0
G7	G34	0
G7	G55	0
G7	G56	0
G7	G33	0
G7	G36	0
G7	G37	0
G7	G72	0
G8	G1	0
G8	G3	0
G8	G5	0
G8	G7	0
G8	G4	0
G8	G83	0
G8	G22	0
G8	G6	0
G8	G87	0
G8	G85	0
G8	G86	0
G8	G54	0
G8	G89	0
G8	G88	0
G8	G30	0
G8	G29	0
G8	G35	0
G8	G99	0
G8	G100	0
G8	G32	0
G8	G19	0
G8	G18	0
G8	G20	0
G8	G81	0
G8	G23	0
G8	G80	0
G8	G82	0
G8	G51	0
G8	G50	0
G8	G58	0
G8	G31	0
G8	G78	0
G8	G94	0
G8	G93	0
G8	G95	0
G8	G91	0
G8	G90	0
G8	G17	0
G8	G65	0
G8	G16	0
G8	G57	0
G8	G52	0
G8	G34	0
G8	G55	0
G8	G56	0
G8	G33	0
G8	G36	0
G8	G37	0
G8	G72	0
G4	G1	0
G4	G3	0
G4	G5	0
G4	G7	0
G4	G8	0
G4	G22	0
G4	G6	0
G4	G87	0
G4	G85	0
G4	G86	0
G4	G54	0
G4	G89	0
G4	G88	0
G4	G30	0
G4	G29	0
G4	G35	0
G4	G99	0
G4	G100	0
G4	G32	0
G4	G19	0
G4	G18	0
G4	G20	0
G4	G81	0
G4	G23	0
G4	G80	0
G4	G82	0
G4	G51	0
G4	G50	0
G4	G58	0
G4	G31	0
G4	G78	0
G4	G94	0
G4	G93	0
G4	G95	0
G4	G91	0
G4	G90	0
G4	G17	0
G4	G65	0
G4	G16	0
G4	G57	0
G4	G52	0
G4	G34	0
G4	G55	0
G4	G56	0
G4	G33	0
G4	G36	0
G4	G37	0
G4	G72	0
G83	G1	0
G83	G3	0
