dataset/5s/sample_5/sub_1/insilico_size5_1_goldstandard.tsv,dataset/5s/sample_5/sub_1/insilico_size5_1_dream4_timeseries.tsv
dataset/5s/sample_5/sub_2/insilico_size5_1_goldstandard.tsv,dataset/5s/sample_5/sub_2/insilico_size5_1_dream4_timeseries.tsv
dataset/5s/sample_5/sub_3/insilico_size5_1_goldstandard.tsv,dataset/5s/sample_5/sub_3/insilico_size5_1_dream4_timeseries.tsv
dataset/5s/sample_5/sub_4/insilico_size5_1_goldstandard.tsv,dataset/5s/sample_5/sub_4/insilico_size5_1_dream4_timeseries.tsv
dataset/5s/sample_5/sub_5/insilico_size5_1_goldstandard.tsv,dataset/5s/sample_5/sub_5/insilico_size5_1_dream4_timeseries.tsv
dataset/5s/sample_10/sub_1/insilico_size10_1_goldstandard.tsv,dataset/5s/sample_10/sub_1/insilico_size10_1_dream4_timeseries.tsv
dataset/5s/sample_10/sub_2/insilico_size10_1_goldstandard.tsv,dataset/5s/sample_10/sub_2/insilico_size10_1_dream4_timeseries.tsv
dataset/5s/sample_10/sub_3/insilico_size10_1_goldstandard.tsv,dataset/5s/sample_10/sub_3/insilico_size10_1_dream4_timeseries.tsv
dataset/5s/sample_10/sub_4/insilico_size10_1_goldstandard.tsv,dataset/5s/sample_10/sub_4/insilico_size10_1_dream4_timeseries.tsv
dataset/5s/sample_10/sub_5/insilico_size10_1_goldstandard.tsv,dataset/5s/sample_10/sub_5/insilico_size10_1_dream4_timeseries.tsv
dataset/5s/sample_15/sub_1/insilico_size15_1_goldstandard.tsv,dataset/5s/sample_15/sub_1/insilico_size15_1_dream4_timeseries.tsv
dataset/5s/sample_15/sub_2/insilico_size15_1_goldstandard.tsv,dataset/5s/sample_15/sub_2/insilico_size15_1_dream4_timeseries.tsv
dataset/5s/sample_15/sub_3/insilico_size15_1_goldstandard.tsv,dataset/5s/sample_15/sub_3/insilico_size15_1_dream4_timeseries.tsv
dataset/5s/sample_15/sub_4/insilico_size15_1_goldstandard.tsv,dataset/5s/sample_15/sub_4/insilico_size15_1_dream4_timeseries.tsv
dataset/5s/sample_15/sub_5/insilico_size15_1_goldstandard.tsv,dataset/5s/sample_15/sub_5/insilico_size15_1_dream4_timeseries.tsv
dataset/5s/sample_20/sub_1/insilico_size20_1_goldstandard.tsv,dataset/5s/sample_20/sub_1/insilico_size20_1_dream4_timeseries.tsv
dataset/5s/sample_20/sub_2/insilico_size20_1_goldstandard.tsv,dataset/5s/sample_20/sub_2/insilico_size20_1_dream4_timeseries.tsv
dataset/5s/sample_20/sub_3/insilico_size20_1_goldstandard.tsv,dataset/5s/sample_20/sub_3/insilico_size20_1_dream4_timeseries.tsv
dataset/5s/sample_20/sub_4/insilico_size20_1_goldstandard.tsv,dataset/5s/sample_20/sub_4/insilico_size20_1_dream4_timeseries.tsv
dataset/5s/sample_20/sub_5/insilico_size20_1_goldstandard.tsv,dataset/5s/sample_20/sub_5/insilico_size20_1_dream4_timeseries.tsv
dataset/5s/sample_25/sub_1/insilico_size25_1_goldstandard.tsv,dataset/5s/sample_25/sub_1/insilico_size25_1_dream4_timeseries.tsv
dataset/5s/sample_25/sub_2/insilico_size25_1_goldstandard.tsv,dataset/5s/sample_25/sub_2/insilico_size25_1_dream4_timeseries.tsv
dataset/5s/sample_25/sub_3/insilico_size25_1_goldstandard.tsv,dataset/5s/sample_25/sub_3/insilico_size25_1_dream4_timeseries.tsv
dataset/5s/sample_25/sub_4/insilico_size25_1_goldstandard.tsv,dataset/5s/sample_25/sub_4/insilico_size25_1_dream4_timeseries.tsv
dataset/5s/sample_25/sub_5/insilico_size25_1_goldstandard.tsv,dataset/5s/sample_25/sub_5/insilico_size25_1_dream4_timeseries.tsv
dataset/5s/sample_30/sub_1/insilico_size30_1_goldstandard.tsv,dataset/5s/sample_30/sub_1/insilico_size30_1_dream4_timeseries.tsv
dataset/5s/sample_30/sub_2/insilico_size30_1_goldstandard.tsv,dataset/5s/sample_30/sub_2/insilico_size30_1_dream4_timeseries.tsv
dataset/5s/sample_30/sub_3/insilico_size30_1_goldstandard.tsv,dataset/5s/sample_30/sub_3/insilico_size30_1_dream4_timeseries.tsv
dataset/5s/sample_30/sub_4/insilico_size30_1_goldstandard.tsv,dataset/5s/sample_30/sub_4/insilico_size30_1_dream4_timeseries.tsv
dataset/5s/sample_30/sub_5/insilico_size30_1_goldstandard.tsv,dataset/5s/sample_30/sub_5/insilico_size30_1_dream4_timeseries.tsv
dataset/5s/sample_35/sub_1/insilico_size35_1_goldstandard.tsv,dataset/5s/sample_35/sub_1/insilico_size35_1_dream4_timeseries.tsv
